en,ml
monarch,രാജാവ്
monarch,ഏകാധിപതി
monarch,സര്‍വ്വാധിപതി
monarchy,രാജവാഴ്ച
monarchy,ഏകാധിപത്യം
monarchy,ഏകശാസനഭരണം
monastery,സന്ന്യാസിമഠം
monastery,കന്യകാമഠം
Monday,ഞായറാഴ്ച മുതല്‍ തുടങ്ങുന്ന ആഴ്ചയിലെ രണ്ടാമത്തെ ദിവസം
money,ധനം
money,പണം
money,ദ്രവ്യം
money,ആസ്തി
mongrel,സങ്കരവര്‍ഗ്ഗമായ
mongrel,സങ്കര ജാതിയായ
mongrel,സമ്മിശ്രമായ
monitor,ഉപദേശകന്‍
monitor,ക്ലാസ് ലീഡര്‍
monitor,ഒരുതരം വലിയ പല്ലി
monitor,എന്തെങ്കിലും ക്രമമായി നിരീക്ഷിക്കുന്ന യന്ത്രം
monk,സന്ന്യാസി
monk,ആശ്രമവാസി
monk,മഠവാസി
monkey,കുരങ്ങ്
monkey,വാനരന്‍
monkey,വികൃതിച്ചെറുക്കന്‍
monogamy,ഒരേ സമയം ഒരു ഭാര്യ അല്ലെങ്കില്‍ ഒരു ഭര്‍ത്താവ് മാത്രമുളള അവസ്ഥ
monogamy,ഏകപത്നീത്വം
monogamy,ഏകഭര്‍ത്ത്യത്വം
monologue,സ്വയം ഭാഷണം
monologue,ആത്മഗതം
monologue,തന്നോടുതന്നെയുളള ഭാഷണം
monopoly,കുത്തക
monopoly,കുത്തകാവകാശം
monopoly,ഏകാവകാശം
monopolist,കുത്തകക്കാരന്‍
monopolist,സ്വതന്ത്രവര്‍ത്തകന്‍
monosyllable,ഒരു പദാംശം മാത്രമുളള വാക്ക്
monosyllable,ഏകാക്ഷരം
monosyllable,ഏകാക്ഷരപദം
monotone,മാറ്റമില്ലാത്ത ഒരേ സ്വരം
monotone,ഒരേ സ്വരത്തിലുളള കുറെ ശബ്ദങ്ങള്‍
monotone,ഒരേ നിറം
monotone,ഏകസ്വരം
monotony,ഏകസ്വരം
monotony,ഒരേ രീതി
monotony,വിരസത
monster,വികൃതജന്തു
monster,ഭയങ്കരരൂപി
monster,അതിക്രൂരന്‍
month,മാസം
month,ഒരു വര്‍ഷത്തെ പന്ത്രണ്ടു ഭാഗങ്ങളായി ഭാഗിച്ചതില്‍ ഒരു ഭാഗം നാല് ആഴ്ച
month,30 ദിവസം
monthly,പ്രതിമാസം
monthly,മാസംതോറുമുള്ള
monthly,മാസത്തിലൊരിക്കലുള്ള
monument,ലിഖിതരേഖ
monument,സ്മാരകസൗധം
monument,കല്ലറ
moon,ചന്ദ്രന്‍
moon,മാസം തോറും ഭൂമിയെ ചുറ്റുന്ന ഉപഗ്രഹം
moon,ഉപഗ്രഹം
moon,നിലാവ്
moor,പാഴ്നിലം
moor,ചതുപ്പുനിലം
moor,തരിശുഭൂമിനങ്കൂരമിടുക
moor,നങ്കൂരമിട്ട് നിറുത്തുക
mop,ചൂല്
mop,അഴുക്ക് തുടയ്ക്കുന്ന തുണി
mope,കുണ്ഠിതഭാവമുണ്ടാകുക
mope,മയങ്ങുക
mope,നിരുത്സാഹമായിരിക്കുക
moral,ആചാരമുറകള്‍
moral,കഥയുടെ ആന്തരാര്‍ത്ഥം
moral,ധാര്‍മ്മികമായ
moral,സദാചാരമായ
morality,സദാചാരം
morality,ധര്‍മ്മം
morality,നീതി
moralize,സദാചാരപരമാക്കുക
moralize,സാരോപദേശം ചെയ്യുക
moralize,നീതിധര്‍മ്മപ്രകാരം വ്യാഖ്യാനിക്കുക
morale,ആത്മവീര്യം
morale,ധര്‍മ്മധീരത
morale,മനോവീര്യം
morass,സങ്കീര്‍ണ്ണമായതും പുരോഗതി തടസ്സപ്പെടുത്തുന്നതുമായ ഒരു സാഹചര്യം
morass,ചതുപ്പുനിലം
morbid,വികൃത
morbid,രോഗഗ്രസ്തമായ
morbid,അനാരോഗ്യകരമായ
more,അധികം
more,പിന്നെയും പിന്നെയും
more,കൂടുതല്‍
more,ആധിക്യം
moreover,കൂടാതെ
moreover,എന്നുമാത്രമല്ല
moreover,അത്രയുമല്ല
moreover,അതിനും പുറമേ
morgue,ശവദര്‍ശനശാല
morgue,മൃതഗൃഹം
moribund,ഊര്‍ദ്ധ്വശ്വാസം വലിക്കുന്ന
moribund,മരിക്കാറായ
moribund,മൃതപ്രായമായ
moribund,ആസന്നമരണ
moribund,ഫലപ്രദമായി പ്രവര്‍ത്തിക്കാത്ത
morning,പ്രഭാതം
morning,രാവിലെ സമയം
morning,ദിവസത്തിന്റെ ആദ്യപകുതി
morning,ജീവിതത്തിന്റെ ആദ്യഭാഗം
morning,ആരംഭകാലം
morose,നീരസമുളള
morose,മുഖം കനപ്പിച്ച
morose,കോപമുഖമുളള
morsel,ഉരുള
morsel,ശകലം
mortal,മരണമുളള
mortal,മരിക്കത്തക്ക
mortal,ചാകുന്ന
mortar,ചുണ്ണാമ്പുചാന്ത്
mortar,കുമ്മായം
mortar,ഉരല്‍
mortgage,ഭൂപണയാധാരം
mortgage,ജാമ്യം
mortgage,പണയം
mortgage,ഒറ്റി
mortify,ആശാഭംഗം വരുത്തുക
mortify,ഇന്ദ്രിയനിഗ്രഹം ചെയ്യുക
mortify,ക്ലേശിപ്പിക്കുക
mortuary,മൃതശരീരം സൂക്ഷിക്കുന്ന മുറി
mortuary,ശവമുറി
mortuary,ശ്മശാനം
mortuary,പ്രേതഗൃഹം
mosaic,മാര്‍ബിള്‍
mosaic,സ്ഫിടകം മുതലായവ കൊണ്ടുളള അലങ്കാരപ്പണി
mosaic,വിചിത്രപ്പണി
mosque,മുസ്ലിം പളളി
mosque,മുഹമ്മദീയപ്പളളി
mosquito,കൊതു
mosquito,കൊതുക്
moss,പൂപ്പ്
moss,പായല്‍
mossy,പായല്‍ നിറഞ്ഞിരിക്കുന്ന
most,മിക്ക
most,ഏറെ
mostly,പ്രധാനമായും
mostly,സാധാരണയായി
mostly,മിക്കവാറും
mostly,അധികവും
moth,നിശാശലഭം
moth,ഈയാംപാറ്റ
moth,മടിയന്‍
mother,അമ്മ
mother,തളള
mother,തായ്
mother,ജനയിത്രി
mother,കന്യാസ്ത്രീമഠാദ്ധ്യക്ഷ
motherhood,മാതൃത്വം
motherhood,മാതൃസ്ഥാനം
motherhood,ജനനീയത്വം
motherhood,മാതൃധര്‍മ്മം
motherless,അമ്മ മരിച്ച
motherless,അമ്മയില്ലാത്ത
motion,ചലനം
motion,ഗതി
motion,അനക്കം
motion,അംഗവിക്ഷേപം
motive,ആന്തരോദ്ദേശ്യം
motive,കാരണം
motive,പ്രേരണ
motley,നാനാവര്‍ണ്ണങ്ങളുളള
motley,വര്‍ണ്ണക്കലര്‍പ്പ്
motley,സബളവര്‍ണ്ണമായ
motor,ചലനഹേതു
motor,ചലനശക്തി
motor,ഊര്‍ജ്ജത്തെ യാന്ത്രികചലനമാക്കുന്ന ഉപകരണം
motor,മോട്ടോര്‍വണ്ടി
motto,മുദ്രാവാക്യം
motto,ലക്ഷ്യം
mould,മൂശ
mould,അച്ച്
mould,അച്ചിലിടുക
mould,മാതൃക
mould,ആകാരം
mould,രൂപംഈര്‍പ്പമുള്ള വസ്തുക്കളില്‍ കാണപ്പെടുന്ന പൂപ്പ്ഇളകിയ മണ്ണ്
mould,ഉതിര്‍മണ്ണ്
mould,പൊടിമണ്ണ്
moulder,മൂശ വാര്‍ക്കുന്നവന്‍
moulder,അച്ചുണ്ടാക്കുന്നവന്‍
moulder,ആകൃതിപ്പെടുത്തുന്നവന്‍
mound,ചെറിയ കുന്ന്
mound,തിട്ട
mound,കുന്ന്്
mound,മണ്‍കൂന
mount,പുറത്ത്) കയറുക
mount,കുതിരപ്പുറത്ത് കയറുക
mount,ഉയര്‍ത്തുക
mount,കയറ്റുക
mount,അവരോഹിക്കുക
mount,പ്രദക്തശനത്തിനുവേണ്ടി (ചിത്രം
mount,ഫിലിം മുതലായവ) ഏതില്‍ ഉറപ്പിക്കുന്നുവോ അഃ്
mount,സവാരിക്കുതിര
mount,സൂക്ഷ്മദര്‍ശിനിയില്‍ ഉപയോഗിക്കുന്ന സ്ലൈഡ് മുതലായവ
mount,കുന്ന്
mount,മല
massage,തടവല്‍
massage,തിരുമ്മല്‍
massage,ഉഴിയല്‍
mast,കപ്പല്‍പ്പായ്മരം
mast,കൊടിമരം
master,നായകന്‍
master,യജമാനന്‍
master,അദ്ധ്യാപകന്‍
mastery,നൈപുണ്യം
mastery,പരിജ്ഞാനം
mastery,പ്രാധാന്യം
mastery,ആധിപത്യം
masticate,ചവയ്ക്കുക
masticate,പല്ലുകൊണ്ടരയ്ക്കുക
masticate,ചവച്ചരയ്ക്കുക
mat,പായ്
mat,ചവുട്ടി
mat,കയറ്റുപായ്
match,തീപ്പെട്ടിത്തിരി
match,തീപ്പെട്ടിക്കൊള്ളിഅനുയോജ്യമായ ഭാര്യ അല്ലെങ്കില്‍ ഭര്‍ത്താവ്
match,വിവാഹബന്ധം
match,ചേര്‍ച്ചയുളളയാള്‍
match,സമാനവസ്തു
match,മത്സരക്കളി
mate,സഖിതോഴന്‍
mate,മിത്രം
mate,ജോടി
mate,സഹപ്രവര്‍ത്തകന്‍
material,പദാര്‍ത്ഥം
material,ഉപകരണം
material,സ്ഥൂലവസ്തു
material,തുണിത്തരം
materialist,ഭൗതികവാദി
materialist,ലൗകികസുഖനിരതന്‍
materialist,ഭോഗതത്പരന്‍
materialist,സുഖലോലുപന്‍
maternal,മാതാവിനെ സംബന്ധിച്ച
maternal,മാതൃതുല്യമായ
maternal,ബന്ധത്തില്‍ അമ്മ വഴിയുളള
maternity,മാതൃത്വം
maternity,പ്രസവാശുപത്രി
maternity,പ്രസവവാര്‍ഡ്
maternity,മാതൃഭാവം
mathematics,ഗണിതശാസ്ത്രം
mathematics,ഗണിതവിജ്ഞാനം
mathematics,സംഖ്യാശാസ്ത്രം
mathematical,ഗണിതശാസ്ത്രപരമായ
mathematical,കൃത്യമായ
mathematical,തിട്ടമായ
mathematical,കണിശമായ
matinee,പകല്‍നാടകം
matinee,ഉച്ചതിരിഞ്ഞുനടത്തുന്ന കലാപ്രകടനം
matinee,അപരാഹ്ന ചലച്ചിത്ര പ്രദര്‍ശനം
matriculate,ഒരു സര്‍വ്വകലാശാലയുടെ വിദ്യാര്‍ത്ഥിയായി കോളേജില്‍ ചേര്‍ക്കുക
matriculate,കലാലയ പ്രവേശനം ചെയ്യുക
matriculation,കലാശാലാവിദ്യാര്‍ത്ഥിയായി പ്രവേശിപ്പിക്കല്‍
matriculation,സര്‍വ്വകലാശാലാ പ്രവേശനപ്പരീക്ഷ
matrimony,ദാമ്പത്യം
matrimony,കല്യാണം
matrimony,വിവാഹം
matron,രക്ഷാധികാരിണി
matron,കുടുംബിനി
matron,വിവാഹിത
matron,പ്രധാന നഴ്സ്
matter,പദാര്‍ത്ഥം
matter,വിഷയം
matter,സാരാംശം
matter,ദ്രവ്യം
matter-of-fact,സത്യം
matter-of-fact,യഥാര്‍ത്ഥ വസ്തുത
matter-of-fact,കാര്യമാത്രപ്രസക്തം
mattock,ഒരുവക മണ്‍വെട്ടി
mattock,കൈക്കോട്ട്
mattock,പിക്കാക്സ്
mattress,മെത്ത
mattress,ശയ്യ
mattress,കിടക്ക
mature,പ്രായപൂര്‍ത്തിയായ
mature,സമ്പൂര്‍ണ്ണമായ
mature,പക്വതയുളള
mature,പാകമാകുക
mature,പൂര്‍ത്തിയാക്കുക
mature,കാലാവധി പൂര്‍ത്തിയാകുക
maul,മരമുട്ടി
maul,കൊട്ടുവടി
maul,ചുറ്റിക
mausoleum,ശവകുടീരം
mausoleum,സ്മാരകമണ്ഡപം
mausoleum,ചൈത്യം
maxim,പ്രമാണം
maxim,നിയമം
maxim,നീതിവാക്യം
maxim,ആപ്തവാക്യം
maximum,പരമാവധി
maximum,അധികഅളവ്
maximum,അത്യൗന്നത്യം
maximum,പരമകാഷ്ഠ
May,മെയ്മാസം
May,മേടം-ഇടവം
May,സാദ്ധ്യതാസൂചകം
May,എങ്കിലും എന്നു കാണിക്കുന്നത്
mayor,നഗരസഭാദ്ധ്യക്ഷന്‍
mayor,നഗരപതി
mayor,പൗരനായകന്‍
mayor,മേയര്‍
mayoress,നഗരാധിപ
mayoress,മേയറുടെ ഭാര്യ
maze,വളഞ്ഞു തിരിഞ്ഞ മാര്‍ഗ്ഗം
maze,കുടുക്കുവഴി
maze,സംഭ്രമം
maze,വസ്തുതകളുടെ കുഴഞ്ഞുമറിഞ്ഞു കിടപ്പ്
me,എന്നെ
me,എനിക്ക്
me,എന്നോട്
me,ഞാന്‍
meadow,പുല്‍ത്തകിടി
meadow,മൈതാനം
meadow,മേച്ചില്‍ സ്ഥലം
meagre,ശുഷ്കിച്ച
meagre,അല്പമായ
meagre,ഫലപുഷ്ടിയില്ലാത്ത
meagre,മെലിഞ്ഞ
meal,ആഹാരം
meal,ഊണ്
meal,ധാന്യപ്പൊടിഒരു നേരത്തെ ഭക്ഷണം
meal,ആഹാരസാധനം
mean,ഔദാര്യമില്ലാത്ത
mean,നീചമായ
mean,പ്രാകൃതമായ
mean,മദ്ധ്യസ്ഥാനം
mean,ഉദ്ദേശിക്കുക
mean,വിചാരിക്കുക
mean,അര്‍ത്ഥമാക്കുക
mean,ലക്ഷ്യമാക്കുക
mean,സാരമായി കരുതുകനീചമായ
mean,വിലകെട്ട
mean,അധമമായമദ്ധ്യസ്ഥാനം
mean,ശരാശരി
mean,ഇടത്തരംഉപായം
mean,ധനം
meantime,തന്മദ്ധ്യേ
meantime,അതിനിടയില്‍
meantime,ഇടയ്ക്ക്
mean,ഔദാര്യമില്ലാത്ത
mean,നീചമായ
mean,പ്രാകൃതമായ
mean,മദ്ധ്യസ്ഥാനം
mean,ഉദ്ദേശിക്കുക
mean,വിചാരിക്കുക
mean,അര്‍ത്ഥമാക്കുക
mean,ലക്ഷ്യമാക്കുക
mean,സാരമായി കരുതുകനീചമായ
mean,വിലകെട്ട
mean,അധമമായമദ്ധ്യസ്ഥാനം
mean,ശരാശരി
mean,ഇടത്തരംഉപായം
mean,ധനം
measles,മണ്ണന്‍
measles,അഞ്ചാംപനി
measles,പൊങ്ങന്‍പനി
measure,മാര്‍ഗ്ഗം
measure,അളവ്
measure,മാനദണ്ഡം
measure,നീളം
measurement,അളവെടുക്കല്‍
measurement,അളവ്
measurement,അളവു സമ്പ്രദായം
meat,ഇറച്ചി
meat,മാംസം
meat,പ്രധാന ഭാഗം
mechanic,യന്ത്രം നന്നാക്കുന്നയാള്‍
mechanic,ശില്പി
mechanic,യന്ത്രപ്പണിക്കാരന്‍
mechanism,ഒരു പ്രക്രിയയുടെ പ്രവര്‍ത്തനവിധം
mechanism,യന്ത്രഘടന
mechanism,രീതി
medal,സ്മാരകമുദ്ര
medal,ബിരുദമുദ്ര
medal,കീര്‍ത്തി ചിഹ്നം
meddle,ഇടപെടുക
meddle,തലയിടുക
meddle,ഇടപെട്ടു വഷളാക്കുക
mediate,മദ്ധ്യസ്ഥതവഹിക്കുക
mediate,ഭിന്നതയില്ലാതാക്കുക
mediate,ഇടനിലക്കാരനായി പ്രവര്‍ത്തിക്കുക
mediator,ഇടനിലക്കാരന്‍
mediator,മൂന്നാമന്‍
mediator,മദ്ധ്യസ്ഥന്‍
medicine,വൈദ്യശാസ്ത്രം
medicine,ഔഷധം
medicine,മരുന്ന്
mediocre,ഇടത്തരമായ
mediocre,മധ്യമമായ
mediocre,സാധാരണ നിലവാരത്തിലുളള
mediocrity,മധ്യമത്വം
mediocrity,ഇടത്തരക്കാരന്‍
mediocrity,ഇടത്തരം സാധനം
mediocrity,സാമാന്യത്വം
meditate,ധ്യാനിക്കുക
meditate,ആലോചിക്കുക
meditate,ചിന്തിച്ചുകൊണ്ടിരിക്കുക
meditation,ധ്യാനം
meditation,ചിന്ത
meditation,ആലോചന
medium,ഒരു ഫലപ്രാപ്തിക്കുളള ഉപാധി
medium,മാര്‍ഗ്ഗം
medium,ചായം കൂട്ടുന്നതിനുളള ജലം
medium,മാദ്ധ്യമം
medium,സമനില
meed,കൂലി
meed,പ്രതിഫലം
meed,പാരിതോഷികം
meed,സമ്മാനം
meek,ശാന്തമായ
meek,സൗമ്യതയുളള
meek,വിനയശീലമുളള
mountain,മല
mountain,ശൈലം
mountain,കൂമ്പാരം
mountain,വലിയമല
mountaineer,മലവാസി
mountaineer,പര്‍വ്വതവാസി
mountaineer,പര്‍വ്വതാരോഹണവിദഗ്ദ്ധന്‍
meet,കണ്ടുമുട്ടുക
meet,ചേരുക
meet,സംഗമിക്കുക
mountainous,പര്‍വ്വതപ്രദേശം
mountainous,പര്‍വ്വതങ്ങള്‍ കൊണ്ടു നിറഞ്ഞ
mountainous,ബൃഹത്തായ
meeting,യോഗം
meeting,സമ്മേളനം
meeting,എതിരിടല്‍
meeting,സഭ
mourn,കരയുക
mourn,വ്യസനിക്കുക
mourn,ദുഃഖിക്കുക
megaphone,ഉച്ചഭാഷിണി
mourner,അനുശോചിക്കുന്നവന്‍
mourner,ദുഃഖിക്കുന്നവന്‍
mourner,സങ്കടപ്പെടുന്നവന്‍
melancholy,ശോകപ്രവണത
melancholy,കുണ്ഠിതഭാവം
melancholy,ശോകം
melancholy,വൃഥ
mellow,മൃദുവായ
mellow,പാകത വന്ന
mellow,പ്രസന്നമായ
melodrama,അതിഭാവുകത്വം നിറഞ്ഞ നാടകം
melodrama,അത്ഭുതകഥാനടനം
mourning,വിലാപം
mourning,ദുഃഖിക്കല്‍
mourning,ദുഃഖസൂചകമായി  കറുത്ത വസ്ത്രധാരണം
mouse,എലി
mouse,മൂഷികന്‍
mouse,ചുണ്ടെലി
mouse,കംപ്യൂട്ടര്‍ മൗസ്
melody,മധുരഗാനം
melody,സ്വരമാധുര്യം
melody,താളൈക്യം
moustache,മേല്‍മീശ
moustache,ജന്തുക്കളുടെ മീശ
mouth,വായ്
mouth,നദീമുഖം
mouth,പ്രവേശന ദ്വാരം
melon,കട്ടിയുളള തൊലിയുളളതും മാംസളമായ ഉള്‍വശമുളളതമായ ഒരു ഫലം (ഉദാ. ചുരയ്ക്ക
melon,മത്തങ്ങ)
melt,ഉരുക്കുക
melt,ദ്രവിപ്പിക്കുക
melt,അലിയിക്കുക
melt,ഇല്ലാതെയാകുക
melt,ആര്‍ദ്രമാക്കുക
mouthful,വായില്‍ കൊളളുന്നത്
mouthful,ഉരുള
mouthful,വായ് നിറയെ
member,അംഗം
member,അവയവം
member,സഭാവാസി
membership,അംഗത്വം
membership,സഭാധികാരം
membership,സാമാജികസ്ഥാനം
movable,ചലിപ്പിക്കാവുന്ന
movable,ഇളക്കാവുന്ന
movable,നീക്കാവുന്ന
membrane,ചര്‍മ്മം
membrane,പാട
membrane,തൊലി
move,നീക്കുക
move,ഇളകുക
move,പുരോഗമിക്കുക
move,പ്രേരിപ്പിക്കുക
memento,അടയാളം
memento,ഓര്‍മ്മക്കുറി
memento,സ്മാരകചിഹ്നം
memento,ജ്ഞാപകക്കുറിപ്പ്
movement,ചലനം
movement,സഞ്ചാരം
movement,പ്രസ്ഥാനം
movement,ഗതി
movies,ചലച്ചിത്രം
movies,സിനിമ
memoir,പ്രസിദ്ധനായ ഒരാളുടെ ജീവിതാനുഭവങ്ങളെക്കുറിച്ചുളള ഓര്‍മ്മക്കുറിപ്പ്
memoir,ആത്മകഥാപരമായ അനുസ്മരണകള്‍
memoir,ഓര്‍മ്മക്കുറിപ്പ്
memoir,അനുസ്മരണലേഖനം
memoir,വൃത്താന്തക്കുറിപ്പ്
mow,പുല്ലുവെട്ടുക
mow,പുല്ലരിയുക
mow,വന്‍തോതില്‍ നശിപ്പിക്കുക
memory,ഓര്‍മ്മശക്തി
memory,സ്മരണ
memory,സ്മൃതിപഥം
much,ഒട്ടേറെ
much,വളരെ അധികം
much,അത്യന്തം
much,ധാരാളം
memorable,സ്മരണാര്‍ഹമായ
memorable,അവിസ്മരണീയമായ
memorable,ഓര്‍ക്കത്തക്ക
muck,ചാണകം
muck,കുപ്പ
muck,വളം
muck,ചണ്ടി
muck,അഴുക്ക്
memorandum,ഓര്‍മ്മക്കുറിപ്പ്
memorandum,നിവേദനപത്രിക
mucky,വൃത്തികെട്ട
memorial,സ്മരണസഹായകമായ
memorial,സ്മരണാര്‍ത്ഥമുളള
memorial,ഓര്‍മ്മയ്ക്കായുളള
mud,ചളി
mud,ചേറ്
mud,വെളളം കലര്‍ന്ന മണ്ണ്
muddle,സ്ഥാനം തെറ്റിച്ച് വെക്കുക
muddle,ആശയക്കുഴപ്പം ഉണ്ടാക്കുക
muddle,ലഹരിപിടിപ്പിക്കുക
muddle,കൂട്ടിക്കുഴയ്ക്കുക
men,മനുഷ്യര്‍
men,ആള്‍ക്കാര്‍
menace,ഭീഷണി
menace,ഉപദ്രവം
menace,ശല്യം
muddy,ചെളി കലര്‍ത്തുക
muddy,അവ്യക്തമാക്കുക
muddy,കലങ്ങിമറിഞ്ഞ
muddy,അവ്യക്തമായ
menagerie,പ്രദര്‍ശനത്തിനുളള മൃഗശാല
menagerie,വന്യമൃഗശേഖരം
muffle,പൊതിയുക
muffle,ഒച്ചയില്ലാത്ത വിധത്തില്‍ വായ് മൂടിക്കെട്ടുക
muffle,മണി
muffle,അവ്യക്തമായി പറയുക
muffle,കൈയുറ
mend,നന്നാക്കുക
mend,കേടുപാടുതീര്‍ക്കുക
mend,പ്രാപിക്കുക
mend,നന്നായിത്തീരുക
muffler,ചെവിമൂടിത്തൊപ്പി
muffler,കഴുത്തില്‍ ചുറ്റുന്ന കമ്പിളി
mufti,മുഹമ്മദീയഗുരു
mufti,മുഹമ്മദീയ പുരോഹിതന്‍
mufti,മുഹമ്മദീയ നിയമശാസ്ത്രജ്ഞന്‍
mufti,സൈനികാദികളിലെ സ്ഥാനവസ്ത്രധാരികളുടെ സാമാന്യവേഷം
mental,മനസ്സിനെ സംബന്ധിച്ച
mental,മാനസികമായ
mental,മനോരോഗം സംബന്ധിച്ച
mug,പാനപത്രം
mug,മൊന്ത
mug,വിഡ്ഢി
mentality,മനഃസ്ഥിതി
mentality,മനോഭാവം
mulct,കുറ്റം ചെയ്തതിന് ചുമത്തിയ പിഴ
mulct,ശിക്ഷ
mention,പ്രസ്താവം
mention,പേരെടുത്തുപറയല്‍
mention,സൂചനാനിര്‍ദ്ദേശം
mule,ആണ്‍കഴുതയുടെയും പെണ്‍കുതിരയുടെയും സന്തതി
mule,കോവര്‍കഴുത
mule,സങ്കരജാതി
menu,ഭക്ഷണവിവരപ്പട്ടിക
mulish,മര്‍ക്കടമുഷ്ടിയായ
mercantile,വ്യാപരവിഷയകമായ
mercantile,വാണിജ്യവിഷയകമായ
mercantile,കച്ചവടക്കാര്‍ക്കുളള
mercenary,ലാഭേച്ഛയുളള
mercenary,സ്വാര്‍ത്ഥപരമായ
mercenary,കൂലിക്ക് പ്രവര്‍ത്തിക്കുന്ന
multi-,വിവിധ
multi-,അനേകം
multi-,പല
multi-,ബഹു
merchandise,വ്യാപാരച്ചരക്ക്
merchandise,കച്ചവടസാധനങ്ങള്‍
multiplication,ഗുണനം
multiplication,ആവൃത്തി
multiplication,പെരുക്കല്‍
merchant,മൊത്തവ്യാപാരി
merchant,കച്ചവടക്കാരന്‍
multiply,ഗുണിക്കുക
multiply,എണ്ണത്തില്‍ പെരുകുക
multiply,അനേകമടങ്ങാക്കുക
multitude,വലിയ സംഖ്യ
multitude,ആള്‍ക്കൂട്ടം. പെരുപ്പം
multitude,വളരെ എണ്ണം
mercury,രസം
mercury,ദൂതന്‍
mercury,വര്‍ത്തമാനപത്രം
mercury,ചുറുചുറുക്ക്
mercury,സൂര്യന്റെ ഏറ്റവും അടുത്ത ഗ്രഹം
mercury,ബുധന്‍
mercury,സന്ദേശവാഹകന്‍
mumble,വിഴുങ്ങിപ്പറയുക
mumble,അസ്പഷ്ടമായി സംസാരിക്കുക
mumble,അമുക്കിത്തിന്നുക
mumble,പിറുപിറുക്കുക
mercy,ശിക്ഷിക്കാന്‍ അധികാരമുളളയാളിന്റെ കരുണാകടാക്ഷം
mercy,ദൈവകൃപ
mercy,കാരുണ്യം
mercy,കൃപ
mercy,ദയ
mercy,അനുഗ്രഹം
mummy,അമ്മ
mummy,സുഗന്ധമിട്ടു സൂക്ഷിച്ച ശവം
municipal,നഗരഭരണസഭയെ സംബന്ധിച്ച
municipal,പട്ടണഭരണപരമായ
municipality,സ്വയംഭരണാധികാരപ്രദേശം
municipality,നഗരസഭ
municipality,മുനിസിപ്പാലിറ്റി
municipality,നഗരാധിപത്യം
mere,കേവലമായ
mere,മാത്രമായി
mere,വെറും
mere,തടാകം
mere,പൊയ്ക
mere,അതിര്‍ത്തി
munificence,ഔദാര്യം
munificence,ദാനശീലം
munificence,ഉദാരത്വം
munificent,ഔദാര്യശീലമുളള
munificent,ഉദാരനായ
munificent,ദാനശീലനായ
merge,ഉള്‍പ്പെടുത്തുക
merge,ലയിപ്പിക്കുക
merge,മുക്കിക്കളയുക
merge,നിമജ്ജനം ചെയ്യുക
munitions,ആയുധക്കോപ്പ്
munitions,യുദ്ധസാമഗ്രികള്‍
munitions,സൈനികോപകരണങ്ങള്‍
meridian,ധുരവരേഖ
meridian,മധ്യാഹ്നം
meridian,ഉച്ചസ്ഥിതി
mural,ചുവര്‍ച്ചിത്രം
mural,ഭിത്തിചിത്രം
merino,ഒരുവക ആട്
merino,ഈ ആടില്‍നിന്ന് കിട്ടുന്ന രോമം
merino,ഈ രോമം ഉപയോഗിച്ചുണ്ടാക്കുന്ന വസ്ത്രം
murder,കൊല
murder,കൊലപാതകം
murder,മനുഷ്യഹത്യകൊല്ലുക
murder,കൊലചെയ്യുക
murder,വഷളാക്കുക
merit,ഗുണം
merit,യോഗ്യത
merit,ഗുണദോഷം
murder,കൊല
murder,കൊലപാതകം
murder,മനുഷ്യഹത്യകൊല്ലുക
murder,കൊലചെയ്യുക
murder,വഷളാക്കുക
murderer,കൊലപാതകി
murderer,ഘാതകന്‍
murderer,ഹിംസകന്‍
merry,ആനന്ദകരമായ
merry,സന്തോഷമുളള
merry,ഉല്പാസഭരിതമായ
murderess,സ്ത്രീ കൊലപാതകി
murderous,മാരകമായ
murderous,കൊല്ലുന്ന
murderous,അതിക്രൂരമായ
merriment,കളി
merriment,സന്തോഷകോലാഹലം
merriment,നേരമ്പോക്ക്
murky,ഇരുണ്ട
murky,മ്ലാനമായ
murmur,മര്‍മ്മരധ്വനി
murmur,കളരവം
murmur,മുറുമുറുപ്പ്
mesh,വല
mesh,ജാലകം
mesh,കെണി
mesh,ചക്രപ്പല്ല്
mesmerism,മാസ്മരവിദ്യ
mesmerism,വശീകരണവിദ്യ
muscle,മാംസപേശി
muscle,ദേഹബലം
muscle,ശരീരശക്തി
mess,ഊണ്
mess,ഒരു നേരത്തെ ഭോജനം
mess,ഭക്ഷണം കഴിക്കുന്ന സ്ഥലംതാറുമാറാക്കുക
mess,കുഴഞ്ഞുമറിഞ്ഞ അവസ്ഥ
muscular,മാംസപേശികളെ സംബന്ധിച്ച
muscular,ഊക്കുള്ള
muscular,പ്രബലനായ
mess,ഊണ്
mess,ഒരു നേരത്തെ ഭോജനം
mess,ഭക്ഷണം കഴിക്കുന്ന സ്ഥലംതാറുമാറാക്കുക
mess,കുഴഞ്ഞുമറിഞ്ഞ അവസ്ഥ
Muse,ചിന്താമഗ്നനാകുക
Muse,അത്യഗാധമായി ആലോചിക്കുക
message,സന്ദേശം
message,എഴുതിയോ പറഞ്ഞോ അറിയിക്കുന്ന വര്‍ത്തമാനം
message,ആശയം
museum,കാഴ്ചബംഗ്ലാവ്
museum,പുരാവസ്തു
museum,പ്രദര്‍ശനാലയം
messenger,വാര്‍ത്താവാഹകന്‍
messenger,ദൂതന്‍
